s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 1.5130094E+003, 4.1845293E+003,-1.0719178E+003,-3.1383093E+003,-2.7082093E+001,-4.1119301E+001, 0.0000000E+000, 0.0000000E+000,-9.2323126E+001,-9.3899163E+001, 2.3654792E-001, 2.3654792E-001
 1.5140051E+003, 4.4597560E+003,-1.1420995E+003,-3.1408958E+003,-2.4806315E+001,-4.1607008E+001, 0.0000000E+000, 0.0000000E+000, 1.2047112E+002, 1.1034738E+002, 2.3654792E-001, 2.3654792E-001
 1.5150133E+003, 4.2186473E+003,-1.0502962E+003,-3.2263787E+003,-4.6139061E+001,-4.1992718E+001, 0.0000000E+000, 0.0000000E+000,-1.3397100E+002,-1.4615931E+002, 2.3654792E-001, 2.3654792E-001
 1.5160004E+003, 4.4016270E+003,-1.1186460E+003,-3.2408088E+003,-5.1155487E+001,-4.2536185E+001, 0.0000000E+000, 0.0000000E+000,-3.1919353E+001,-5.1519431E+001, 2.3654792E-001, 2.3654792E-001
 1.5170085E+003, 4.2188565E+003,-1.0468944E+003,-3.1253402E+003,-4.8085856E+001,-4.2044781E+001, 0.0000000E+000, 0.0000000E+000,-3.3189401E+001,-4.3508805E+001, 2.3654792E-001, 2.3654792E-001
 1.5180166E+003, 4.2765295E+003,-1.0508942E+003,-3.1254744E+003,-4.1014926E+001,-4.2288062E+001, 0.0000000E+000, 0.0000000E+000, 3.4377947E+001, 1.6857858E+001, 2.3654792E-001, 2.3654792E-001
 1.5190038E+003, 4.2922352E+003,-1.0405057E+003,-3.1110587E+003,-3.0731946E+001,-4.2347173E+001, 0.0000000E+000, 0.0000000E+000, 7.3302121E+001, 6.7591668E+001, 2.3654792E-001, 2.3654792E-001
 1.5200120E+003, 4.2355436E+003,-1.0280152E+003,-3.1894624E+003,-2.8922098E+001,-4.1978564E+001, 0.0000000E+000, 0.0000000E+000,-4.0902868E+001,-5.2834633E+001, 2.3654792E-001, 2.3654792E-001
 1.5210200E+003, 4.3351235E+003,-1.1268725E+003,-3.1126887E+003,-2.4671397E+001,-4.1861399E+001, 0.0000000E+000, 0.0000000E+000, 2.8785943E+001, 2.9029471E+001, 2.3654792E-001, 2.3654792E-001
 1.5220219E+003, 4.2602662E+003,-1.0015288E+003,-3.2543861E+003,-3.0002965E+001,-4.1972024E+001, 0.0000000E+000, 0.0000000E+000,-5.2606865E+001,-6.7623630E+001, 2.3654792E-001, 2.3654792E-001
 1.5230114E+003, 4.3497164E+003,-1.0911988E+003,-3.1046088E+003,-4.5275534E+001,-4.2243551E+001, 0.0000000E+000, 0.0000000E+000, 7.2959690E+001, 6.6389836E+001, 2.3654792E-001, 2.3654792E-001
 1.5240022E+003, 4.2378920E+003,-1.0617008E+003,-3.1580202E+003,-2.7544299E+001,-4.1949760E+001, 0.0000000E+000, 0.0000000E+000,-4.9649318E+001,-5.1323003E+001, 2.3654792E-001, 2.3654792E-001
 1.5250137E+003, 4.1924821E+003,-1.0208762E+003,-3.1896610E+003,-3.5633298E+001,-4.0927143E+001, 0.0000000E+000, 0.0000000E+000,-8.3508987E+001,-9.4615596E+001, 2.3654792E-001, 2.3654792E-001
 1.5260044E+003, 4.2669118E+003,-1.0714829E+003,-2.9717714E+003,-4.3091577E+001,-4.0450982E+001, 0.0000000E+000, 0.0000000E+000, 1.5020008E+002, 1.4011490E+002, 2.3654792E-001, 2.3654792E-001
 1.5270200E+003, 4.3536082E+003,-1.0807814E+003,-3.2688817E+003,-2.6949237E+001,-4.0572632E+001, 0.0000000E+000, 0.0000000E+000,-5.7141945E+001,-6.3576769E+001, 2.3654792E-001, 2.3654792E-001
 1.5280192E+003, 4.3386047E+003,-1.1050500E+003,-3.1882188E+003,-3.8429265E+001,-4.0949890E+001, 0.0000000E+000, 0.0000000E+000,-1.8702768E+001,-3.4043266E+001, 2.3654792E-001, 2.3654792E-001
 1.5290182E+003, 4.3805318E+003,-1.1176472E+003,-3.2762543E+003,-3.0860139E+001,-4.2284798E+001, 0.0000000E+000, 0.0000000E+000,-8.0955874E+001,-8.6514689E+001, 2.3654792E-001, 2.3654792E-001
 1.5300040E+003, 4.2758393E+003,-1.1007714E+003,-3.0988015E+003,-2.1349124E+001,-4.2682371E+001, 0.0000000E+000, 0.0000000E+000, 1.9311741E+001, 1.2234982E+001, 2.3654792E-001, 2.3654792E-001
 1.5310193E+003, 4.3006174E+003,-1.1210377E+003,-3.0610529E+003,-2.0375293E+001,-4.2795804E+001, 0.0000000E+000, 0.0000000E+000, 5.5629414E+001, 5.5355785E+001, 2.3654792E-001, 2.3654792E-001
 1.5320143E+003, 4.2154609E+003,-1.0594179E+003,-3.1772975E+003,-2.2095380E+001,-4.2185305E+001, 0.0000000E+000, 0.0000000E+000,-7.9096416E+001,-8.5535118E+001, 2.3654792E-001, 2.3654792E-001
 1.5330093E+003, 4.2414438E+003,-1.0764010E+003,-3.1146913E+003,-1.9420222E+001,-4.2076539E+001, 0.0000000E+000, 0.0000000E+000,-1.0357955E+001,-1.1145253E+001, 2.3654792E-001, 2.3654792E-001
 1.5340043E+003, 4.2297441E+003,-1.0886191E+003,-3.0281713E+003,-3.1856312E+001,-4.1278226E+001, 0.0000000E+000, 0.0000000E+000, 4.4802843E+001, 3.9819193E+001, 2.3654792E-001, 2.3654792E-001
 1.5350195E+003, 4.3358284E+003,-1.0763072E+003,-3.0943496E+003,-3.3234762E+001,-4.1736937E+001, 0.0000000E+000, 0.0000000E+000, 1.0208102E+002, 9.0199836E+001, 2.3654792E-001, 2.3654792E-001
 1.5360145E+003, 4.4001185E+003,-1.0838468E+003,-3.2628175E+003,-3.3697486E+001,-4.2452297E+001, 0.0000000E+000, 0.0000000E+000,-7.1118548E+000,-2.2695570E+001, 2.3654792E-001, 2.3654792E-001
 1.5370116E+003, 4.2094502E+003,-1.0398458E+003,-3.1843765E+003,-2.1188950E+001,-4.2150697E+001, 0.0000000E+000, 0.0000000E+000,-7.4096036E+001,-7.8111743E+001, 2.3654792E-001, 2.3654792E-001
 1.5380167E+003, 4.2995237E+003,-1.0984600E+003,-3.0620350E+003,-3.5661227E+001,-4.1744889E+001, 0.0000000E+000, 0.0000000E+000, 6.7398901E+001, 6.1622532E+001, 2.3654792E-001, 2.3654792E-001
 1.5390088E+003, 4.1771403E+003,-1.0476779E+003,-3.0938427E+003,-3.3433940E+001,-4.0715473E+001, 0.0000000E+000, 0.0000000E+000,-2.5825529E+001,-3.8529663E+001, 2.3654792E-001, 2.3654792E-001
 1.5400076E+003, 4.3371641E+003,-1.1023954E+003,-3.1327571E+003,-2.2875271E+001,-4.1716279E+001, 0.0000000E+000, 0.0000000E+000, 3.2098758E+001, 3.7420055E+001, 2.3654792E-001, 2.3654792E-001
 1.5410103E+003, 4.3391116E+003,-1.1213398E+003,-3.2887735E+003,-2.2027207E+001,-4.2220748E+001, 0.0000000E+000, 0.0000000E+000,-1.2361812E+002,-1.3524957E+002, 2.3654792E-001, 2.3654792E-001
 1.5420076E+003, 4.1782962E+003,-1.0097043E+003,-2.9772250E+003,-2.1415224E+001,-4.2043278E+001, 0.0000000E+000, 0.0000000E+000, 1.2193063E+002, 1.2790837E+002, 2.3654792E-001, 2.3654792E-001
 1.5430160E+003, 4.2296264E+003,-1.0735697E+003,-3.1605142E+003,-3.5135344E+001,-4.1641461E+001, 0.0000000E+000, 0.0000000E+000,-6.0570460E+001,-8.1234288E+001, 2.3654792E-001, 2.3654792E-001
 1.5440012E+003, 4.4899982E+003,-1.1766318E+003,-3.1753243E+003,-2.8633846E+001,-4.1615647E+001, 0.0000000E+000, 0.0000000E+000, 6.8927380E+001, 6.7792716E+001, 2.3654792E-001, 2.3654792E-001
 1.5450179E+003, 4.2367997E+003,-1.0182209E+003,-3.2037299E+003,-3.7059838E+001,-4.2032944E+001, 0.0000000E+000, 0.0000000E+000,-5.8160883E+001,-6.4243904E+001, 2.3654792E-001, 2.3654792E-001
 1.5460055E+003, 4.4042605E+003,-1.1025752E+003,-3.1167161E+003,-2.8291114E+001,-4.3009258E+001, 0.0000000E+000, 0.0000000E+000, 1.2049643E+002, 1.1366893E+002, 2.3654792E-001, 2.3654792E-001
 1.5470145E+003, 4.2215978E+003,-1.0588293E+003,-3.2403314E+003,-2.4003879E+001,-4.2857306E+001, 0.0000000E+000, 0.0000000E+000,-1.3543128E+002,-1.4442416E+002, 2.3654792E-001, 2.3654792E-001
 1.5480021E+003, 4.2680646E+003,-1.0743553E+003,-3.0585507E+003,-2.0563973E+001,-4.2876702E+001, 0.0000000E+000, 0.0000000E+000, 6.5690604E+001, 7.1717885E+001, 2.3654792E-001, 2.3654792E-001
 1.5490110E+003, 4.2636864E+003,-1.0755740E+003,-3.1886125E+003,-2.3707976E+001,-4.2566913E+001, 0.0000000E+000, 0.0000000E+000,-5.3085917E+001,-6.6775062E+001, 2.3654792E-001, 2.3654792E-001
 1.5500200E+003, 4.2493274E+003,-1.1032626E+003,-3.1119370E+003,-2.1451348E+001,-4.1885256E+001, 0.0000000E+000, 0.0000000E+000,-3.0274967E+001,-2.9208696E+001, 2.3654792E-001, 2.3654792E-001
 1.5510076E+003, 4.1432618E+003,-1.0625653E+003,-3.0339399E+003,-3.7739083E+001,-4.0291160E+001, 0.0000000E+000, 0.0000000E+000,-2.0741346E+001,-3.1273584E+001, 2.3654792E-001, 2.3654792E-001
 1.5520166E+003, 4.3763138E+003,-1.0622864E+003,-3.1398207E+003,-2.8674778E+001,-4.1782881E+001, 0.0000000E+000, 0.0000000E+000, 1.1146420E+002, 1.0374911E+002, 2.3654792E-001, 2.3654792E-001
 1.5530065E+003, 4.3518309E+003,-1.0751038E+003,-3.1854176E+003,-3.3405813E+001,-4.2101764E+001, 0.0000000E+000, 0.0000000E+000, 2.5649493E+001, 1.5801914E+001, 2.3654792E-001, 2.3654792E-001
 1.5540052E+003, 4.2795805E+003,-1.0971895E+003,-3.2307984E+003,-2.9787271E+001,-4.2298128E+001, 0.0000000E+000, 0.0000000E+000,-1.1894309E+002,-1.2049279E+002, 2.3654792E-001, 2.3654792E-001
 1.5550042E+003, 4.3153026E+003,-1.0838537E+003,-3.1297075E+003,-4.4248060E+001,-4.2328156E+001, 0.0000000E+000, 0.0000000E+000, 3.5488662E+001, 1.5165124E+001, 2.3654792E-001, 2.3654792E-001
 1.5560031E+003, 4.2701020E+003,-1.0894124E+003,-3.1549624E+003,-3.2911460E+001,-4.2263778E+001, 0.0000000E+000, 0.0000000E+000,-3.9970114E+001,-4.9448020E+001, 2.3654792E-001, 2.3654792E-001
 1.5570018E+003, 4.2557434E+003,-1.1000556E+003,-3.0801914E+003,-2.8543312E+001,-4.1923616E+001, 0.0000000E+000, 0.0000000E+000, 1.1105597E+001, 5.0295591E+000, 2.3654792E-001, 2.3654792E-001
 1.5580007E+003, 4.3701005E+003,-1.1134438E+003,-3.1966060E+003,-2.0231739E+001,-4.2441326E+001, 0.0000000E+000, 0.0000000E+000, 2.2324296E+000,-2.6224411E+000, 2.3654792E-001, 2.3654792E-001
 1.5590209E+003, 4.2877002E+003,-1.0623733E+003,-3.1537301E+003,-2.5075103E+001,-4.2748319E+001, 0.0000000E+000, 0.0000000E+000, 9.6618926E+000, 3.7734533E+000, 2.3654792E-001, 2.3654792E-001
 1.5600198E+003, 4.2423296E+003,-1.1055648E+003,-3.0750845E+003,-4.6187070E+001,-4.2354028E+001, 0.0000000E+000, 0.0000000E+000,-1.3952711E+001,-2.6860863E+001, 2.3654792E-001, 2.3654792E-001
 1.5610186E+003, 4.4058792E+003,-1.1114108E+003,-3.1681267E+003,-5.5815788E+001,-4.2808636E+001, 0.0000000E+000, 0.0000000E+000, 4.3211234E+001, 2.7717292E+001, 2.3654792E-001, 2.3654792E-001
 1.5620175E+003, 4.2511475E+003,-1.1047682E+003,-3.1374433E+003,-2.0583047E+001,-4.2739465E+001, 0.0000000E+000, 0.0000000E+000,-4.7910837E+001,-5.4386633E+001, 2.3654792E-001, 2.3654792E-001
 1.5630078E+003, 4.1451016E+003,-1.0485301E+003,-3.0074309E+003,-2.2852685E+001,-4.1630776E+001, 0.0000000E+000, 0.0000000E+000, 2.1710052E+001, 2.4657181E+001, 2.3654792E-001, 2.3654792E-001
 1.5640037E+003, 4.2978665E+003,-1.1220334E+003,-3.0851653E+003,-3.4395824E+001,-4.1068161E+001, 0.0000000E+000, 0.0000000E+000, 3.0387424E+001, 1.5203900E+001, 2.3654792E-001, 2.3654792E-001
 1.5650133E+003, 4.4159016E+003,-1.1216157E+003,-3.2151397E+003,-3.2192996E+001,-4.2118225E+001, 0.0000000E+000, 0.0000000E+000, 1.4993518E+001, 4.8348862E+000, 2.3654792E-001, 2.3654792E-001
 1.5660018E+003, 4.2647224E+003,-1.0386149E+003,-3.2688218E+003,-4.5097588E+001,-4.2014242E+001, 0.0000000E+000, 0.0000000E+000,-1.1957789E+002,-1.2982622E+002, 2.3654792E-001, 2.3654792E-001
 1.5670115E+003, 4.3056795E+003,-1.0783733E+003,-3.0709331E+003,-2.0856910E+001,-4.1935049E+001, 0.0000000E+000, 0.0000000E+000, 9.7135425E+001, 9.3581115E+001, 2.3654792E-001, 2.3654792E-001
 1.5680001E+003, 4.2604419E+003,-1.0416472E+003,-3.2117676E+003,-3.3552348E+001,-4.2514627E+001, 0.0000000E+000, 0.0000000E+000,-5.8822185E+001,-6.9039868E+001, 2.3654792E-001, 2.3654792E-001
 1.5690098E+003, 4.2643433E+003,-1.0963778E+003,-3.0617723E+003,-2.4025932E+001,-4.2202322E+001, 0.0000000E+000, 0.0000000E+000, 4.9314609E+001, 3.9964917E+001, 2.3654792E-001, 2.3654792E-001
 1.5700194E+003, 4.3368969E+003,-1.0973485E+003,-3.1671403E+003,-1.9745580E+001,-4.2554184E+001, 0.0000000E+000, 0.0000000E+000, 6.0469395E+000, 1.0108309E+001, 2.3654792E-001, 2.3654792E-001
 1.5710081E+003, 4.1020770E+003,-9.7934153E+002,-3.1718286E+003,-2.6545435E+001,-4.2162946E+001, 0.0000000E+000, 0.0000000E+000,-1.1035280E+002,-1.1780149E+002, 2.3654792E-001, 2.3654792E-001
 1.5720176E+003, 4.1543292E+003,-1.0152216E+003,-3.0955341E+003,-2.0289171E+001,-4.2513757E+001, 0.0000000E+000, 0.0000000E+000,-1.6314144E+001,-1.9229502E+001, 2.3654792E-001, 2.3654792E-001
 1.5730062E+003, 4.2471625E+003,-1.0777467E+003,-3.0180182E+003,-2.0262196E+001,-4.2958643E+001, 0.0000000E+000, 0.0000000E+000, 8.3573422E+001, 8.8176802E+001, 2.3654792E-001, 2.3654792E-001
 1.5740159E+003, 4.2595922E+003,-1.0570472E+003,-3.1193726E+003,-2.8537116E+001,-4.2591281E+001, 0.0000000E+000, 0.0000000E+000, 2.4573678E+001, 1.2044104E+001, 2.3654792E-001, 2.3654792E-001
 1.5750045E+003, 4.2181956E+003,-1.0353242E+003,-3.1667193E+003,-3.1154984E+001,-4.2555703E+001, 0.0000000E+000, 0.0000000E+000,-5.1537298E+001,-5.7558640E+001, 2.3654792E-001, 2.3654792E-001
 1.5760142E+003, 4.1898899E+003,-1.0618485E+003,-3.0614355E+003,-3.3547023E+001,-4.1825542E+001, 0.0000000E+000, 0.0000000E+000, 9.8263449E+000,-8.7667001E+000, 2.3654792E-001, 2.3654792E-001
 1.5770027E+003, 4.2419206E+003,-1.1055874E+003,-3.0583521E+003,-4.1499488E+001,-4.1337748E+001, 0.0000000E+000, 0.0000000E+000, 4.6620234E+000,-4.8560906E+000, 2.3654792E-001, 2.3654792E-001
 1.5780123E+003, 4.3073961E+003,-1.0990434E+003,-3.1442001E+003,-4.4031083E+001,-4.1493470E+001, 0.0000000E+000, 0.0000000E+000,-5.3803077E+000,-2.1371874E+001, 2.3654792E-001, 2.3654792E-001
 1.5790010E+003, 4.2977168E+003,-1.0618585E+003,-3.1813337E+003,-2.8866740E+001,-4.2024946E+001, 0.0000000E+000, 0.0000000E+000,-1.0209690E+001,-1.6367098E+001, 2.3654792E-001, 2.3654792E-001
 1.5800106E+003, 4.1969715E+003,-1.0360191E+003,-3.0948324E+003,-2.5230388E+001,-4.2008339E+001, 0.0000000E+000, 0.0000000E+000, 9.1407067E-001,-1.1186715E+000, 2.3654792E-001, 2.3654792E-001
 1.5810203E+003, 4.2475365E+003,-1.0844734E+003,-3.0790350E+003,-2.5185687E+001,-4.2246320E+001, 0.0000000E+000, 0.0000000E+000, 1.6034801E+001, 1.6596089E+001, 2.3654792E-001, 2.3654792E-001
 1.5820088E+003, 4.2698699E+003,-1.1253141E+003,-3.0530640E+003,-2.2719158E+001,-4.1953031E+001, 0.0000000E+000, 0.0000000E+000, 2.8046814E+001, 2.6819633E+001, 2.3654792E-001, 2.3654792E-001
 1.5830184E+003, 4.3736031E+003,-1.0868003E+003,-3.2339194E+003,-2.1534559E+001,-4.2960229E+001, 0.0000000E+000, 0.0000000E+000,-1.9637390E+000,-1.1611339E+001, 2.3654792E-001, 2.3654792E-001
 1.5840071E+003, 4.1259019E+003,-1.0102848E+003,-3.0218815E+003,-2.1430077E+001,-4.2542333E+001, 0.0000000E+000, 0.0000000E+000, 3.0985512E+001, 2.9763228E+001, 2.3654792E-001, 2.3654792E-001
 1.5850167E+003, 4.1894266E+003,-1.0620661E+003,-3.1401076E+003,-2.1557161E+001,-4.1640064E+001, 0.0000000E+000, 0.0000000E+000,-6.7618438E+001,-7.5944399E+001, 2.3654792E-001, 2.3654792E-001
 1.5860054E+003, 4.2306011E+003,-1.0329678E+003,-3.0520603E+003,-2.0461861E+001,-4.0143356E+001, 0.0000000E+000, 0.0000000E+000, 8.2629633E+001, 8.4967825E+001, 2.3654792E-001, 2.3654792E-001
 1.5870150E+003, 4.2171712E+003,-9.7262482E+002,-3.1406065E+003,-4.8795681E+001,-4.0767989E+001, 0.0000000E+000, 0.0000000E+000, 3.0556830E+001, 1.4376132E+001, 2.3654792E-001, 2.3654792E-001
 1.5880092E+003, 4.3547406E+003,-1.0467125E+003,-3.3002682E+003,-4.3603875E+001,-4.0891766E+001, 0.0000000E+000, 0.0000000E+000,-6.2728558E+001,-7.6735770E+001, 2.3654792E-001, 2.3654792E-001
 1.5890161E+003, 4.3301847E+003,-1.0428840E+003,-3.1725776E+003,-2.3552003E+001,-4.2422722E+001, 0.0000000E+000, 0.0000000E+000, 6.4470913E+001, 4.8748317E+001, 2.3654792E-001, 2.3654792E-001
 1.5900023E+003, 4.2707017E+003,-1.0220672E+003,-3.3200734E+003,-2.2582109E+001,-4.2731211E+001, 0.0000000E+000, 0.0000000E+000,-1.3948641E+002,-1.3675216E+002, 2.3654792E-001, 2.3654792E-001
 1.5910093E+003, 4.2539492E+003,-1.0966359E+003,-3.0325965E+003,-2.2358142E+001,-4.2201669E+001, 0.0000000E+000, 0.0000000E+000, 5.9351863E+001, 6.0156973E+001, 2.3654792E-001, 2.3654792E-001
 1.5920222E+003, 4.2786712E+003,-1.0530266E+003,-3.1282032E+003,-3.8374936E+001,-4.2120419E+001, 0.0000000E+000, 0.0000000E+000, 3.7673597E+001, 1.6946017E+001, 2.3654792E-001, 2.3654792E-001
 1.5930168E+003, 4.2880695E+003,-1.1027442E+003,-3.1271817E+003,-3.4205044E+001,-4.2014993E+001, 0.0000000E+000, 0.0000000E+000,-1.4733985E+001,-1.8076457E+001, 2.3654792E-001, 2.3654792E-001
 1.5940114E+003, 4.3411486E+003,-1.0877688E+003,-3.1406757E+003,-4.8635389E+001,-4.2275597E+001, 0.0000000E+000, 0.0000000E+000, 4.0504528E+001, 2.1793135E+001, 2.3654792E-001, 2.3654792E-001
 1.5950059E+003, 4.2413726E+003,-1.0569558E+003,-3.1437020E+003,-1.9838890E+001,-4.2006395E+001, 0.0000000E+000, 0.0000000E+000,-2.5069155E+001,-2.1130522E+001, 2.3654792E-001, 2.3654792E-001
 1.5960004E+003, 4.3776873E+003,-1.0961863E+003,-3.1839620E+003,-2.5006709E+001,-4.2249443E+001, 0.0000000E+000, 0.0000000E+000, 3.1070159E+001, 3.0282956E+001, 2.3654792E-001, 2.3654792E-001
 1.5970175E+003, 4.2638245E+003,-1.0661800E+003,-3.2212357E+003,-4.2511581E+001,-4.2193748E+001, 0.0000000E+000, 0.0000000E+000,-7.8329042E+001,-1.0829665E+002, 2.3654792E-001, 2.3654792E-001
 1.5980121E+003, 4.2996044E+003,-1.0965598E+003,-3.0745918E+003,-2.0980073E+001,-4.2278725E+001, 0.0000000E+000, 0.0000000E+000, 6.0139960E+001, 6.5193950E+001, 2.3654792E-001, 2.3654792E-001
 1.5990066E+003, 4.3306671E+003,-1.0890844E+003,-3.1962047E+003,-2.9454388E+001,-4.2876285E+001, 0.0000000E+000, 0.0000000E+000,-2.5649742E+001,-2.6952629E+001, 2.3654792E-001, 2.3654792E-001
 1.6000011E+003, 4.2807936E+003,-1.0872850E+003,-3.1328331E+003,-2.2195595E+001,-4.2853228E+001, 0.0000000E+000, 0.0000000E+000, 1.8869622E+000,-4.3733436E+000, 2.3654792E-001, 2.3654792E-001
 1.6010084E+003, 4.2742252E+003,-1.0777763E+003,-3.1290490E+003,-2.0040411E+001,-4.2692057E+001, 0.0000000E+000, 0.0000000E+000, 7.2850990E+000, 4.6674240E+000, 2.3654792E-001, 2.3654792E-001
 1.6020042E+003, 4.1924374E+003,-1.0484767E+003,-3.1387541E+003,-1.9574309E+001,-4.2096111E+001, 0.0000000E+000, 0.0000000E+000,-4.3125157E+001,-5.6463856E+001, 2.3654792E-001, 2.3654792E-001
 1.6030201E+003, 4.2810402E+003,-1.0878703E+003,-3.1248590E+003,-2.9559561E+001,-4.1756980E+001, 0.0000000E+000, 0.0000000E+000,-3.3514966E+000,-3.0057395E+000, 2.3654792E-001, 2.3654792E-001
 1.6040159E+003, 4.3405650E+003,-1.0884889E+003,-3.1452029E+003,-4.3464102E+001,-4.2136869E+001, 0.0000000E+000, 0.0000000E+000, 3.9365895E+001, 2.1272297E+001, 2.3654792E-001, 2.3654792E-001
 1.6050116E+003, 4.3296250E+003,-1.0837531E+003,-3.1642954E+003,-4.8619309E+001,-4.2747324E+001, 0.0000000E+000, 0.0000000E+000, 7.9375037E+000,-9.7902120E+000, 2.3654792E-001, 2.3654792E-001
 1.6060072E+003, 4.1844105E+003,-1.0239453E+003,-3.1162533E+003,-4.5222583E+001,-4.2450473E+001, 0.0000000E+000, 0.0000000E+000,-3.3714609E+001,-4.3461117E+001, 2.3654792E-001, 2.3654792E-001
 1.6070029E+003, 4.2616767E+003,-1.0718017E+003,-3.1292604E+003,-3.5920978E+001,-4.2448664E+001, 0.0000000E+000, 0.0000000E+000,-4.7648822E+000,-1.7755013E+001, 2.3654792E-001, 2.3654792E-001
 1.6080109E+003, 4.2744758E+003,-1.0821665E+003,-3.1101891E+003,-4.0066901E+001,-4.1658448E+001, 0.0000000E+000, 0.0000000E+000, 7.7672995E+000, 3.9483899E-001, 2.3654792E-001, 2.3654792E-001
 1.6090167E+003, 4.3660105E+003,-1.0685702E+003,-3.1026815E+003,-6.2693471E+001,-4.1450661E+001, 0.0000000E+000, 0.0000000E+000, 1.2476599E+002, 9.0614611E+001, 2.3654792E-001, 2.3654792E-001
 1.6100002E+003, 4.3467349E+003,-1.0676526E+003,-3.2718160E+003,-7.8871332E+001,-4.2199597E+001, 0.0000000E+000, 0.0000000E+000,-8.3811224E+001,-1.1380464E+002, 2.3654792E-001, 2.3654792E-001
 1.6110093E+003, 4.2800217E+003,-1.0957416E+003,-3.1046523E+003,-4.9354433E+001,-4.2390027E+001, 0.0000000E+000, 0.0000000E+000, 1.8785113E+000,-1.2116638E+001, 2.3654792E-001, 2.3654792E-001
 1.6120150E+003, 4.2016572E+003,-1.0726658E+003,-3.1061527E+003,-4.3002254E+001,-4.1750817E+001, 0.0000000E+000, 0.0000000E+000,-4.9514721E+001,-6.1914354E+001, 2.3654792E-001, 2.3654792E-001
 1.6130029E+003, 4.3012637E+003,-1.0656822E+003,-3.0371119E+003,-2.4056368E+001,-4.0960480E+001, 0.0000000E+000, 0.0000000E+000, 1.2767257E+002, 1.3345275E+002, 2.3654792E-001, 2.3654792E-001
 1.6140052E+003, 4.3586724E+003,-1.0809520E+003,-3.2990172E+003,-5.1038219E+001,-4.2161208E+001, 0.0000000E+000, 0.0000000E+000,-9.4004549E+001,-1.1449618E+002, 2.3654792E-001, 2.3654792E-001
 1.6150087E+003, 4.3351606E+003,-1.1208539E+003,-3.1538892E+003,-3.4770037E+001,-4.1451858E+001, 0.0000000E+000, 0.0000000E+000,-5.4513776E+000,-1.5804393E+001, 2.3654792E-001, 2.3654792E-001
 1.6160122E+003, 4.3104611E+003,-1.1097294E+003,-3.1018503E+003,-4.1004959E+001,-4.1805021E+001, 0.0000000E+000, 0.0000000E+000, 3.6404549E+001, 1.6071434E+001, 2.3654792E-001, 2.3654792E-001
 1.6170037E+003, 4.3448654E+003,-1.0906977E+003,-3.2469622E+003,-2.1022818E+001,-4.2041483E+001, 0.0000000E+000, 0.0000000E+000,-5.2621466E+001,-5.5858872E+001, 2.3654792E-001, 2.3654792E-001
 1.6180117E+003, 4.2579827E+003,-1.0802061E+003,-3.0956993E+003,-2.1680905E+001,-4.2160531E+001, 0.0000000E+000, 0.0000000E+000, 1.9676461E+001, 1.8235853E+001, 2.3654792E-001, 2.3654792E-001
 1.6190198E+003, 4.2917646E+003,-1.0737922E+003,-3.1514947E+003,-2.1211203E+001,-4.1493958E+001, 0.0000000E+000, 0.0000000E+000, 1.0137307E+001, 3.7725279E+000, 2.3654792E-001, 2.3654792E-001
 1.6200063E+003, 4.3681336E+003,-1.1006911E+003,-3.1262121E+003,-5.4119041E+001,-4.2094100E+001, 0.0000000E+000, 0.0000000E+000, 5.5239200E+001, 4.5017238E+001, 2.3654792E-001, 2.3654792E-001
 1.6210143E+003, 4.2817292E+003,-1.0857434E+003,-3.2129162E+003,-5.0770121E+001,-4.1970537E+001, 0.0000000E+000, 0.0000000E+000,-9.1792116E+001,-1.0967114E+002, 2.3654792E-001, 2.3654792E-001
 1.6220009E+003, 4.2621091E+003,-1.0755655E+003,-3.1393390E+003,-1.9340529E+001,-4.1942358E+001, 0.0000000E+000, 0.0000000E+000,-1.5790246E+001,-1.4078255E+001, 2.3654792E-001, 2.3654792E-001
 1.6230067E+003, 4.3528411E+003,-1.0941002E+003,-3.1736231E+003,-1.9541075E+001,-4.2302954E+001, 0.0000000E+000, 0.0000000E+000, 3.5505808E+001, 2.3273764E+001, 2.3654792E-001, 2.3654792E-001
 1.6240007E+003, 4.3077084E+003,-1.0831752E+003,-3.1619811E+003,-2.6799409E+001,-4.2496244E+001, 0.0000000E+000, 0.0000000E+000, 2.2495053E-002,-6.7435304E+000, 2.3654792E-001, 2.3654792E-001
 1.6250199E+003, 4.2622050E+003,-1.0741788E+003,-3.1420898E+003,-2.0010140E+001,-4.2511022E+001, 0.0000000E+000, 0.0000000E+000,-1.5269685E+001,-1.6584683E+001, 2.3654792E-001, 2.3654792E-001
 1.6260177E+003, 4.2845202E+003,-1.0699906E+003,-3.1416975E+003,-2.3837295E+001,-4.2360466E+001, 0.0000000E+000, 0.0000000E+000, 8.8880508E+000, 6.6343122E+000, 2.3654792E-001, 2.3654792E-001
 1.6270150E+003, 4.1736834E+003,-1.0464890E+003,-3.1007647E+003,-1.9460468E+001,-4.1853757E+001, 0.0000000E+000, 0.0000000E+000,-2.9758100E+001,-3.4884507E+001, 2.3654792E-001, 2.3654792E-001
